"country","fsystem","crop","total","area5.5_ha","area6.0_ha","area6.5_ha","area14_ha","diff"
"Burundi","4. Root and tuber crop","BANA",33545.6000366211,16671.799987793,12414.1000976562,NA,NA,NA
"Burundi","4. Root and tuber crop","PLNT",9666.89996337891,42,4705.09997558594,NA,NA,NA
"Burundi","9. Fish-based","MAIZ",1511.99997901917,7,1165.39998817444,221.399993896484,NA,NA
"Burundi","9. Fish-based","SORG",195.100000739098,7,156.600000023842,27.7000007629395,NA,NA
"Burundi","9. Fish-based","BEAN",622.700015425682,7,512.100012183189,92.3000030517578,NA,NA
"Burundi","9. Fish-based","CHIC",17,7,9,1,NA,NA
"Burundi","9. Fish-based","LENT",17,7,9,1,NA,NA
"Burundi","9. Fish-based","WHEA",15.2000000029802,5.20000000298023,9,1,NA,NA
"Burundi","9. Fish-based","BARL",17,7,9,1,NA,NA
"Burundi","9. Fish-based","ACOF",621.599991559982,7,459.899993896484,57.2999992370605,NA,NA
"Burundi","9. Fish-based","RCOF",17,7,9,1,NA,NA
"Burundi","9. Fish-based","RICE",822.699996948242,7,283.5,1,NA,NA
"Burundi","9. Fish-based","PMIL",21.5999999046326,7,9,1,NA,NA
"Burundi","9. Fish-based","SMIL",17,7,9,1,NA,NA
"Burundi","9. Fish-based","POTA",15.2000000029802,5.20000000298023,9,1,NA,NA
"Burundi","9. Fish-based","SWPO",5202.80000853539,1339.50001525879,3730.6999938488,68,NA,NA
"Burundi","9. Fish-based","CASS",12868.6999519467,3403.6000213623,8450.69993668795,583,NA,NA
"Burundi","9. Fish-based","COWP",17,7,9,1,NA,NA
"Burundi","9. Fish-based","PIGE",121.400001600385,6.40000003576279,80.0000013709068,13.1000003814697,NA,NA
"Burundi","9. Fish-based","SOYB",87.2000008821487,7,56.3000011444092,8.5,NA,NA
"Burundi","9. Fish-based","GROU",1060.29999390244,7,730.899993896484,113.099998474121,NA,NA
"Burundi","9. Fish-based","SUGC",223.600003242493,7,23.8000001907349,1,NA,NA
"Burundi","9. Fish-based","COTT",77.5999984741211,7,51.0999984741211,5.5,NA,NA
"Burundi","9. Fish-based","COCO",17,7,9,1,NA,NA
"Burundi","9. Fish-based","TEAS",101.999999642372,7,73,6.19999980926514,NA,NA
"Burundi","9. Fish-based","TOBA",35.0000002235174,4.70000001788139,23.4000003933907,3.09999990463257,NA,NA
"Burundi","9. Fish-based","BANA",20156.6996459961,10262.1997070312,9147.59994506836,217.899993896484,NA,NA
"Burundi","9. Fish-based","PLNT",17,7,9,1,NA,NA
"Cameroon","2. Agro-pastoral","MAIZ",327765.099807739,NA,NA,132281.199981689,182064.199938774,NA
"Cameroon","2. Agro-pastoral","SORG",543115.398324303,NA,NA,279318.699310303,250026.499010853,NA
"Cameroon","2. Agro-pastoral","BEAN",56497.9000789449,NA,NA,32033.4000167847,23298.0000545308,NA
"Cameroon","2. Agro-pastoral","CHIC",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","LENT",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","WHEA",687.600002288818,NA,NA,243.900001525879,413.10000038147,NA
"Cameroon","2. Agro-pastoral","BARL",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","ACOF",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","RCOF",462.400000020862,NA,NA,167.40000000596,294.800000011921,NA
"Cameroon","2. Agro-pastoral","RICE",80923.6010582149,NA,NA,19350.3001708984,59310.8008644283,NA
"Cameroon","2. Agro-pastoral","PMIL",53464.9999943823,NA,NA,19391.1000003815,31046.3000026792,NA
"Cameroon","2. Agro-pastoral","SMIL",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","POTA",1061.20001018047,NA,NA,638.500008583069,360.700000762939,NA
"Cameroon","2. Agro-pastoral","SWPO",5748.09999674559,NA,NA,3178.19999742508,2336.19999927282,NA
"Cameroon","2. Agro-pastoral","CASS",1747.20000042766,NA,NA,613.000000491738,863.799997992814,NA
"Cameroon","2. Agro-pastoral","COWP",191043.898948193,NA,NA,95975.9993667603,90157.9995598793,NA
"Cameroon","2. Agro-pastoral","PIGE",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","SOYB",980.199995517731,NA,NA,631.599996805191,339.399998664856,NA
"Cameroon","2. Agro-pastoral","GROU",170157.499917507,NA,NA,73665.0999145508,88718.2999625206,NA
"Cameroon","2. Agro-pastoral","SUGC",468.20000000298,NA,NA,170,298.20000000298,NA
"Cameroon","2. Agro-pastoral","COTT",57722.1000490785,NA,NA,26214.7000465393,29364.000013411,NA
"Cameroon","2. Agro-pastoral","COCO",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","TEAS",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","TOBA",1596.60000063479,NA,NA,774.200002290308,778.69999781996,NA
"Cameroon","2. Agro-pastoral","BANA",470,NA,NA,170,300,NA
"Cameroon","2. Agro-pastoral","PLNT",470,NA,NA,170,300,NA
"Cameroon","4. Root and tuber crop","MAIZ",77403.7998500168,38613.7998387888,17800.799987793,NA,NA,NA
"Cameroon","4. Root and tuber crop","SORG",28742.9000745639,16097.1000133455,9536.20005178452,NA,NA,NA
"Cameroon","4. Root and tuber crop","BEAN",11191.4001381174,7499.20010904968,585.100002102554,NA,NA,NA
"Cameroon","4. Root and tuber crop","CHIC",453,350,103,NA,NA,NA
"Cameroon","4. Root and tuber crop","LENT",453,350,103,NA,NA,NA
"Cameroon","4. Root and tuber crop","WHEA",522.299999892712,405.599999606609,114.000000238419,NA,NA,NA
"Cameroon","4. Root and tuber crop","BARL",453,350,103,NA,NA,NA
"Cameroon","4. Root and tuber crop","ACOF",3764.40000124276,1994.70000106841,829.899999380112,NA,NA,NA
"Cameroon","4. Root and tuber crop","RCOF",22585.4999466464,8243.69996586442,4794.09998607635,NA,NA,NA
"Cameroon","4. Root and tuber crop","RICE",6977.89996631444,6528.79996682703,111.300000190735,NA,NA,NA
"Cameroon","4. Root and tuber crop","PMIL",7990.99997724593,3907.69999232888,1513.89999008179,NA,NA,NA
"Cameroon","4. Root and tuber crop","SMIL",453,350,103,NA,NA,NA
"Cameroon","4. Root and tuber crop","POTA",5032.99997950345,2804.49998636544,332.800000190735,NA,NA,NA
"Cameroon","4. Root and tuber crop","SWPO",13320.3999880627,6312.59998382628,1047.60000222921,NA,NA,NA
"Cameroon","4. Root and tuber crop","CASS",38558.7001020536,11520.8000438511,6036.60001665354,NA,NA,NA
"Cameroon","4. Root and tuber crop","COWP",1673.39999946207,1246.09999530017,269.60000089556,NA,NA,NA
"Cameroon","4. Root and tuber crop","PIGE",453,350,103,NA,NA,NA
"Cameroon","4. Root and tuber crop","SOYB",1371.70000135899,528.200000286102,109,NA,NA,NA
"Cameroon","4. Root and tuber crop","GROU",45256.0000107363,20740.8000164479,5933.00000762939,NA,NA,NA
"Cameroon","4. Root and tuber crop","SUGC",28476.8000699431,13733.1000428498,7402.80003499985,NA,NA,NA
"Cameroon","4. Root and tuber crop","COTT",13077.1000128984,5714.20001103729,3592.00000548363,NA,NA,NA
"Cameroon","4. Root and tuber crop","COCO",70837.2999977544,14940.3000205755,8620.10002744198,NA,NA,NA
"Cameroon","4. Root and tuber crop","TEAS",531.100000753999,339.400000095367,105.200000017881,NA,NA,NA
"Cameroon","4. Root and tuber crop","TOBA",584.500001817942,342.000000499189,140.900000445545,NA,NA,NA
"Cameroon","4. Root and tuber crop","BANA",5766.09999731928,1311.20000355691,918.299993939698,NA,NA,NA
"Cameroon","4. Root and tuber crop","PLNT",21473.4000298604,5226.80002018064,2785.50000674278,NA,NA,NA
"Cameroon","5. Cereal-root crop mixed","MAIZ",215195.399535313,4525.69997310638,41309.0999843627,136434.899773546,17147.8998413086,15777.79996299
"Cameroon","5. Cereal-root crop mixed","SORG",231231.700446121,2412.60001397133,40470.6001336053,156988.10039255,15767.1998596191,15593.2000463754
"Cameroon","5. Cereal-root crop mixed","BEAN",16545.3000352755,238.600000619888,2088.10000746697,11719.5000272393,1908.09999847412,591.000001475215
"Cameroon","5. Cereal-root crop mixed","CHIC",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","LENT",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","WHEA",839.099999524653,40.6999998092651,273.499999977648,482,26,16.8999997377396
"Cameroon","5. Cereal-root crop mixed","BARL",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","ACOF",3353.90000247955,431.100007578731,1702.89999979734,617.099999949336,26,576.799995154142
"Cameroon","5. Cereal-root crop mixed","RCOF",17686.1999982744,535.70000898838,11841.300008893,2392.09999322891,26,2891.09998716414
"Cameroon","5. Cereal-root crop mixed","RICE",21098.4003007412,25,567.899993658066,19253.4002780914,26,1226.1000289917
"Cameroon","5. Cereal-root crop mixed","PMIL",23941.4000084773,419.900000333786,4347.80000898987,15656.6000036597,1969.19999694824,1547.89999854565
"Cameroon","5. Cereal-root crop mixed","SMIL",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","POTA",4770.99993872643,33.3000001907349,4022.69993877411,524.999999880791,26,163.999999880791
"Cameroon","5. Cereal-root crop mixed","SWPO",8186.79999280721,132.900000274181,1972.89999382943,4642.09999801219,497.400000572205,941.500000119209
"Cameroon","5. Cereal-root crop mixed","CASS",8416.30000521243,348.800000905991,4209.89999732375,1876.59999794513,146.000000625849,1835.00000841171
"Cameroon","5. Cereal-root crop mixed","COWP",40977.1998850256,149.10000154376,2614.69998484105,31021.999928534,4568.19995117188,2623.20001893491
"Cameroon","5. Cereal-root crop mixed","PIGE",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","SOYB",1037.00000107288,25,308.400000333786,628.500000834465,39.3999999761581,35.6999999284744
"Cameroon","5. Cereal-root crop mixed","GROU",95274.7999687791,1476.39998626709,14316.3000451997,64287.9999215826,7662.49996948242,7531.60004624724
"Cameroon","5. Cereal-root crop mixed","SUGC",35464.4000764266,3078.60002851486,16573.7000547424,10544.0999857783,26,5242.00000739098
"Cameroon","5. Cereal-root crop mixed","COTT",41801.7000622451,935.900009632111,8812.90001383424,25854.2000405341,3385.19999694824,2813.5000012964
"Cameroon","5. Cereal-root crop mixed","COCO",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","TEAS",800,25,267,482,26,0
"Cameroon","5. Cereal-root crop mixed","TOBA",1317.49999991059,39.2000000923872,319.400000058115,805.499998882413,78.9000008106232,74.5000000670552
"Cameroon","5. Cereal-root crop mixed","BANA",918.600001268089,31.2999999672174,313.600000582635,519.400000549853,26,28.3000001683831
"Cameroon","5. Cereal-root crop mixed","PLNT",1389.60000216961,82.9999999329448,540.900000832975,474.099999852479,26,265.600001551211
"Cameroon","6. Highland mixed","MAIZ",97727.2001709491,78927.4001348019,7071.50001764297,NA,NA,NA
"Cameroon","6. Highland mixed","SORG",6932.1000225693,4243.00000913441,638.100001335144,NA,NA,NA
"Cameroon","6. Highland mixed","BEAN",200723.00017561,165859.000158079,25441.699972868,NA,NA,NA
"Cameroon","6. Highland mixed","CHIC",422,382,40,NA,NA,NA
"Cameroon","6. Highland mixed","LENT",422,382,40,NA,NA,NA
"Cameroon","6. Highland mixed","WHEA",803.899999678135,699.300000071526,68.5999999046326,NA,NA,NA
"Cameroon","6. Highland mixed","BARL",422,382,40,NA,NA,NA
"Cameroon","6. Highland mixed","ACOF",4209.69999330491,3198.99999437481,459.700000315905,NA,NA,NA
"Cameroon","6. Highland mixed","RCOF",16739.1999834552,11444.9999904409,2114.49999666214,NA,NA,NA
"Cameroon","6. Highland mixed","RICE",17321.9000665247,16644.9000784457,93.5,NA,NA,NA
"Cameroon","6. Highland mixed","PMIL",6594.00001297146,4638.80000410229,904.700003147125,NA,NA,NA
"Cameroon","6. Highland mixed","SMIL",422,382,40,NA,NA,NA
"Cameroon","6. Highland mixed","POTA",67462.7001582161,60974.6001101509,5945.80004882812,NA,NA,NA
"Cameroon","6. Highland mixed","SWPO",17014.6999725699,13006.1999802291,1223.2999919951,NA,NA,NA
"Cameroon","6. Highland mixed","CASS",47553.8000856563,36404.8000528142,4041.30000221729,NA,NA,NA
"Cameroon","6. Highland mixed","COWP",2775.60000751913,1995.8000061959,118.999999046326,NA,NA,NA
"Cameroon","6. Highland mixed","PIGE",422,382,40,NA,NA,NA
"Cameroon","6. Highland mixed","SOYB",9256.39998852462,7302.29999888688,1166.49999070168,NA,NA,NA
"Cameroon","6. Highland mixed","GROU",45294.0000209138,33986.0999620631,3868.20002031326,NA,NA,NA
"Cameroon","6. Highland mixed","SUGC",23452.7999765351,17793.5999715701,2886.09998464584,NA,NA,NA
"Cameroon","6. Highland mixed","COTT",9970.39999050647,7408.19997624308,1305.10001158714,NA,NA,NA
"Cameroon","6. Highland mixed","COCO",67658.5997124016,48720.6997815669,5694.5999751091,NA,NA,NA
"Cameroon","6. Highland mixed","TEAS",1139.19999935478,991.899998828769,77.7000001445413,NA,NA,NA
"Cameroon","6. Highland mixed","TOBA",661.400001056492,522.600001074374,67.5999999791384,NA,NA,NA
"Cameroon","6. Highland mixed","BANA",24672.400059402,18259.1000800282,2227.19998808205,NA,NA,NA
"Cameroon","6. Highland mixed","PLNT",56849.2002167627,44139.4001332372,5725.60006475449,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","MAIZ",142978.999942362,36598.3001020178,13573.2999229431,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","SORG",593.499999381602,505.299998044968,69.7000007629395,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","BEAN",30636.3999590948,19304.7999585867,1401.40000009537,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","CHIC",337,287,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","LENT",337,287,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","WHEA",348.400000050664,291.200000166893,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","BARL",337,287,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","ACOF",7256.1999918595,1851.09999884665,649.499996423721,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","RCOF",73112.1999378502,16898.99995175,6686.09999084473,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","RICE",2057.60004393756,580.000001147389,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","PMIL",2277.70000264794,1134.50000208616,88.8000001907349,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","SMIL",337,287,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","POTA",4195.50000762939,2481.60000610352,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","SWPO",18963.4999681562,6589.59997278452,1712.49999570847,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","CASS",160866.100158773,49243.100189127,11548.400021553,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","COWP",1966.89999976754,1263.39999961853,72.3999996185303,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","PIGE",337,287,50,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","SOYB",5044.50000245869,1945.99999890476,325.499998867512,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","GROU",87969.4000309259,27375.1999340728,5322.90002918243,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","SUGC",59298.9000542685,13142.6000513807,5762.80000257492,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","COTT",23178.2000199035,5326.20001900196,2088.60000014305,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","COCO",465183.200075656,101405.400058821,43560.499628067,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","TEAS",1115.70000142604,375.699999682605,82.6000002026558,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","TOBA",730.100003138185,240.500001326203,61.6000000536442,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","BANA",52129.4001596272,14486.9000584632,3643.30001068115,NA,NA,NA
"Cameroon","7. Humid lowland tree crop","PLNT",145254.200038671,40379.300097324,9440.20002961159,NA,NA,NA
"Cameroon","8. Pastoral","MAIZ",10179.1999130249,NA,NA,163.899993896484,9425.69994354248,NA
"Cameroon","8. Pastoral","SORG",7143.89998340607,NA,NA,117.699996948242,6693.39999866486,NA
"Cameroon","8. Pastoral","BEAN",1151.19999980927,NA,NA,19.2000007629395,1072.49999904633,NA
"Cameroon","8. Pastoral","CHIC",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","LENT",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","WHEA",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","BARL",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","ACOF",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","RCOF",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","RICE",3401.59996338189,NA,NA,82.3000030517578,2918.19995422661,NA
"Cameroon","8. Pastoral","PMIL",2636.70000648499,NA,NA,40.9000015258789,2514.20000648499,NA
"Cameroon","8. Pastoral","SMIL",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","POTA",44.4999998807907,NA,NA,1,43.4999998807907,NA
"Cameroon","8. Pastoral","SWPO",150.60000038147,NA,NA,4.90000009536743,137.599999904633,NA
"Cameroon","8. Pastoral","CASS",43.9000000357628,NA,NA,4.40000009536743,38.9999999403954,NA
"Cameroon","8. Pastoral","COWP",5059.20006561279,NA,NA,113.599998474121,4649.10006713867,NA
"Cameroon","8. Pastoral","PIGE",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","SOYB",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","GROU",4513.90004348755,NA,NA,99.9000015258789,4198.40003585815,NA
"Cameroon","8. Pastoral","SUGC",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","COTT",3583.40000033379,NA,NA,127.900001525879,3278.69999575615,NA
"Cameroon","8. Pastoral","COCO",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","TEAS",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","TOBA",66.2999999523163,NA,NA,1.70000004768372,62.3999998569489,NA
"Cameroon","8. Pastoral","BANA",43,NA,NA,1,42,NA
"Cameroon","8. Pastoral","PLNT",43,NA,NA,1,42,NA
"Cameroon","9. Fish-based","MAIZ",23578.9999836683,8409.70004653931,2,729.699987411499,5692,8745.59994971752
"Cameroon","9. Fish-based","SORG",6252.1000213623,50,2,645.599990844727,4049.50003051758,1505
"Cameroon","9. Fish-based","BEAN",3268.79998289049,1839.39999881387,2,103.900000572205,576.399993896484,747.09998960793
"Cameroon","9. Fish-based","CHIC",79,50,2,17,10,0
"Cameroon","9. Fish-based","LENT",79,50,2,17,10,0
"Cameroon","9. Fish-based","WHEA",1162.29996943474,50,2,797.099975585938,10,303.199993848801
"Cameroon","9. Fish-based","BARL",79,50,2,17,10,0
"Cameroon","9. Fish-based","ACOF",489.800001196563,248.40000140667,2,17,10,212.399999789894
"Cameroon","9. Fish-based","RCOF",4530.39999312907,2267.49999094754,2,21.1999998092651,10,2229.70000237226
"Cameroon","9. Fish-based","RICE",2936.09996336699,49.6999999880791,2,338,1858.29998779297,688.099975585938
"Cameroon","9. Fish-based","PMIL",1502.10000228882,50,2,211.700000762939,902.100006103516,336.299995422363
"Cameroon","9. Fish-based","SMIL",79,50,2,17,10,0
"Cameroon","9. Fish-based","POTA",84,50,2,22,10,0
"Cameroon","9. Fish-based","SWPO",2204.79995802045,1767.69995874166,2,25.5000002384186,58.199999332428,351.399999707937
"Cameroon","9. Fish-based","CASS",12327.6999980584,6104.00002002716,2,55.0999999046326,20.7999997138977,6145.79997841269
"Cameroon","9. Fish-based","COWP",4939.70003968477,228.1999989748,2,473.499992370605,3021.70001220703,1214.30003613234
"Cameroon","9. Fish-based","PIGE",79,50,2,17,10,0
"Cameroon","9. Fish-based","SOYB",183.400000147521,150.100000120699,2,17,10,4.30000002682209
"Cameroon","9. Fish-based","GROU",13970.7000000477,7573.89998626709,2,332.100006103516,1765.10000610352,4297.60000157356
"Cameroon","9. Fish-based","SUGC",3579.10000959784,1771.09999895841,2,17,10,1779.00001063943
"Cameroon","9. Fish-based","COTT",4855.80005079508,693.69999986887,2,345.900001525879,2021.10003662109,1793.10001277924
"Cameroon","9. Fish-based","COCO",27367.7999632359,13315.6000065804,2,17,10,14023.1999566555
"Cameroon","9. Fish-based","TEAS",93.5000003352761,59.1000003814697,2,17,10,5.3999999538064
"Cameroon","9. Fish-based","TOBA",146.700000673532,39.9000000879169,2,18.1000000238419,27.2999999523163,59.4000006094575
"Cameroon","9. Fish-based","BANA",4950.2000670433,3008.60003089905,2,17,10,1912.60003614426
"Cameroon","9. Fish-based","PLNT",11769.4000002742,6492.80000209808,2,17,10,5247.5999981761
"Cameroon","10. Forest-based","MAIZ",24168.8999392837,2265.69998124242,NA,NA,NA,NA
"Cameroon","10. Forest-based","SORG",57.5,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","BEAN",79.4999996498227,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","CHIC",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","LENT",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","WHEA",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","BARL",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","ACOF",1276.40000377595,145.800000190735,NA,NA,NA,NA
"Cameroon","10. Forest-based","RCOF",12959.6000280008,1379.10000801086,NA,NA,NA,NA
"Cameroon","10. Forest-based","RICE",36.7000002264977,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","PMIL",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","SMIL",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","POTA",25.0000000298023,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","SWPO",2037.59999898821,174.400000572205,NA,NA,NA,NA
"Cameroon","10. Forest-based","CASS",42182.7000553012,4169.39998817444,NA,NA,NA,NA
"Cameroon","10. Forest-based","COWP",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","PIGE",24,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","SOYB",37.900000333786,24,NA,NA,NA,NA
"Cameroon","10. Forest-based","GROU",15445.2000009641,738.700008630753,NA,NA,NA,NA
"Cameroon","10. Forest-based","SUGC",10409.399990499,1081.29999399185,NA,NA,NA,NA
"Cameroon","10. Forest-based","COTT",2813.90000850707,287.500001430511,NA,NA,NA,NA
"Cameroon","10. Forest-based","COCO",80061.8000909537,8268.49998950958,NA,NA,NA,NA
"Cameroon","10. Forest-based","TEAS",194.30000077188,28.8000000417233,NA,NA,NA,NA
"Cameroon","10. Forest-based","TOBA",71.9000007584691,17.2000000625849,NA,NA,NA,NA
"Cameroon","10. Forest-based","BANA",8879.90002799034,856.20000576973,NA,NA,NA,NA
"Cameroon","10. Forest-based","PLNT",47891.0000301972,4661.70006203651,NA,NA,NA,NA
"Cameroon","11. Irrigated","MAIZ",1868.39996337891,NA,NA,251,1290.09997558594,NA
"Cameroon","11. Irrigated","SORG",1279.90000915527,NA,NA,209.699996948242,817.100006103516,NA
"Cameroon","11. Irrigated","BEAN",159.100002288818,NA,NA,31,128.100002288818,NA
"Cameroon","11. Irrigated","CHIC",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","LENT",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","WHEA",548.900024414062,NA,NA,1,2,NA
"Cameroon","11. Irrigated","BARL",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","ACOF",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","RCOF",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","RICE",667.499992370605,NA,NA,117.099998474121,387.5,NA
"Cameroon","11. Irrigated","PMIL",497.600002288818,NA,NA,53.7999992370605,187.800003051758,NA
"Cameroon","11. Irrigated","SMIL",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","POTA",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","SWPO",17.1000006198883,NA,NA,3.20000004768372,13.9000005722046,NA
"Cameroon","11. Irrigated","CASS",6.90000003576279,NA,NA,4.40000009536743,2.49999994039536,NA
"Cameroon","11. Irrigated","COWP",1074.30001831055,NA,NA,167.5,644.800018310547,NA
"Cameroon","11. Irrigated","PIGE",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","SOYB",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","GROU",744.599998474121,NA,NA,85.4000015258789,419.300003051758,NA
"Cameroon","11. Irrigated","SUGC",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","COTT",486.199996948242,NA,NA,93.3000030517578,389.899993896484,NA
"Cameroon","11. Irrigated","COCO",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","TEAS",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","TOBA",5.80000007152557,NA,NA,0.899999976158142,4.90000009536743,NA
"Cameroon","11. Irrigated","BANA",3,NA,NA,1,2,NA
"Cameroon","11. Irrigated","PLNT",3,NA,NA,1,2,NA
"Central African Republic","1. Maize mixed","MAIZ",735.69999910146,NA,532.200000047684,NA,NA,NA
"Central African Republic","1. Maize mixed","SORG",2045.60001010448,NA,1540.40000975132,NA,NA,NA
"Central African Republic","1. Maize mixed","BEAN",23.0999999046326,NA,20.7999999523163,NA,NA,NA
"Central African Republic","1. Maize mixed","CHIC",18.6000000163913,NA,18.5000000149012,NA,NA,NA
"Central African Republic","1. Maize mixed","LENT",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","WHEA",19.3000000044703,NA,19.2000000029802,NA,NA,NA
"Central African Republic","1. Maize mixed","BARL",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","ACOF",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","RCOF",58.0999998450279,NA,49.3000000119209,NA,NA,NA
"Central African Republic","1. Maize mixed","RICE",135.800000861287,NA,79.5000000745058,NA,NA,NA
"Central African Republic","1. Maize mixed","PMIL",675.499999523163,NA,494.399999290705,NA,NA,NA
"Central African Republic","1. Maize mixed","SMIL",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","POTA",18.7000001743436,NA,11.4000000581145,NA,NA,NA
"Central African Republic","1. Maize mixed","SWPO",56.30000038445,NA,39,NA,NA,NA
"Central African Republic","1. Maize mixed","CASS",1456.79999449849,NA,1045.10000061989,NA,NA,NA
"Central African Republic","1. Maize mixed","COWP",70.0999984815717,NA,56.6999988555908,NA,NA,NA
"Central African Republic","1. Maize mixed","PIGE",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","SOYB",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","GROU",840.599994316697,NA,618.899998426437,NA,NA,NA
"Central African Republic","1. Maize mixed","SUGC",97.800000667572,NA,82.2000002861023,NA,NA,NA
"Central African Republic","1. Maize mixed","COTT",118.200000166893,NA,98.799999833107,NA,NA,NA
"Central African Republic","1. Maize mixed","COCO",20.2000000327826,NA,19.6000000089407,NA,NA,NA
"Central African Republic","1. Maize mixed","TEAS",21,NA,21,NA,NA,NA
"Central African Republic","1. Maize mixed","TOBA",16.1000000461936,NA,15.8000000417233,NA,NA,NA
"Central African Republic","1. Maize mixed","BANA",531.699997864664,NA,368.600000083447,NA,NA,NA
"Central African Republic","1. Maize mixed","PLNT",256.500000543892,NA,150.300000965595,NA,NA,NA
"Central African Republic","2. Agro-pastoral","MAIZ",11669.4000050798,NA,NA,6598.8000055328,376.299995422363,NA
"Central African Republic","2. Agro-pastoral","SORG",13121.5999829173,NA,NA,7956.00001235306,1490.99998283386,NA
"Central African Republic","2. Agro-pastoral","BEAN",287.400002241135,NA,NA,235.900001525879,36.9000005722046,NA
"Central African Republic","2. Agro-pastoral","CHIC",88,NA,NA,81,7,NA
