"country","fsystem","crop","total","area5.5_ha","area6.0_ha","area6.5_ha","area14_ha","diff"
"Angola","2. Agro-pastoral","SORG",67293.3999697343,17.9999998807907,25801.4999914169,17863.6000275016,8156.79997808486,15453.4999728501
"Angola","2. Agro-pastoral","BEAN",365070.200076744,53.5000016689301,179652.700222649,99085.399660103,74720.0002098456,11558.5999824777
"Angola","2. Agro-pastoral","CHIC",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","LENT",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","WHEA",3101.80000168085,13,1400.90000098944,651.100000470877,909.399999879301,127.400000341237
"Angola","2. Agro-pastoral","BARL",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","ACOF",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","RCOF",19292.89999336,13,1828.09999847412,3623.50000071526,12429.8999989629,1398.39999520779
"Angola","2. Agro-pastoral","RICE",3402.19999472052,46.1000003814697,1689.79999262094,643.100000299513,910.200000040233,113.000001378357
"Angola","2. Agro-pastoral","PMIL",42370.7000342011,10.3000000044703,18767.0000480413,10064.7000064254,4713.70000341535,8814.9999763146
"Angola","2. Agro-pastoral","SMIL",2983.50000062585,13,1200,827.800001144409,914,28.6999994814396
"Angola","2. Agro-pastoral","POTA",48173.6000272259,63.7999998629093,24406.1000160202,11804.1000317633,9922.39997842908,1977.20000115037
"Angola","2. Agro-pastoral","SWPO",30555.499991551,116.69999730587,14495.3000096157,7870.79998206347,5456.20000754297,2616.49999502301
"Angola","2. Agro-pastoral","CASS",179773.999806166,412.000011354685,56523.9000478834,35040.4999173805,72955.9999215081,14841.599908039
"Angola","2. Agro-pastoral","COWP",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","PIGE",2786,13,1200,659,914,0
"Angola","2. Agro-pastoral","SOYB",11667.799984023,20.5,7542.1999835372,2734.90000155568,1172.69999957085,197.49999935925
"Angola","2. Agro-pastoral","GROU",96025.0000284612,364.799996711314,33809.5000490472,16627.5000405386,33675.599914968,11547.6000271961
"Angola","2. Agro-pastoral","SUGC",7087.10000753403,13,1211.39999961853,1914.99998855591,3935.80001974106,11.8999996185303
"Angola","2. Agro-pastoral","COTT",3434.20000140369,13,1444.50000136346,899.400000624359,1026.09999912232,51.2000002935529
